,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
400,0739144004,739144,Kelso HW fancy,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in an airy viscose weave. High waist with wide, covered elastication at the back, pleats at the top, diagonal side pockets and wide legs."
401,0739845001,739845,Bea tank 2-pack,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted vest tops in soft cotton jersey.
402,0739953003,739953,Lennox,258,Blouse,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"V-neck blouse in an airy weave with a slight sheen and velvety-smooth finish. Stand-up collar, long sleeves, wide cuffs with covered buttons, a yoke with a pleat at the back, and a rounded hem. Slightly longer at the back."
403,0740519002,740519,SORRENTO RW trs,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports trousers in sweatshirt fabric with an elasticated drawstring waist, side pockets and a zipped leg pocket. Slightly lower crotch and tapered legs with ribbed hems."
404,0740519006,740519,SORRENTO RW trs,272,Trousers,Garment Lower body,1010016,Solid,92,Green,2,Medium Dusty,12,Grey,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports trousers in sweatshirt fabric with an elasticated drawstring waist, side pockets and a zipped leg pocket. Slightly lower crotch and tapered legs with ribbed hems."
405,0742079002,742079,Panorama mid support bra,306,Bra,Underwear,1010010,Melange,7,Grey,4,Dark,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a V-neck and padded cups with removable inserts. Double narrow shoulder straps, a mesh section at the back and wide elastication at the hem. Medium support."
406,0742912002,742912,C Antibes Triangle,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Lined triangle bikini top with removable inserts and ties at the back and back of the neck.
407,0743098002,743098,Flirty Linnea necklace,77,Necklace,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Thin metal chain necklace decorated with small, coin-shaped pendants and rod-shaped metal beads. Adjustable length 40-48 cm."
408,0743603002,743603,TULUM cutout swimsuit,57,Swimsuit,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,"Fully lined, one-shoulder swimsuit with a cut-out section at the waist, a single shoulder strap, high-cut legs and a high cut at the back."
409,0743626002,743626,Flare H.W Harlem,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"High-waisted jeans in stretch denim with a zip fly and button, fake front pockets, real back pockets and flared legs."
410,0743630001,743630,Mini Flare HW Bronx,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,3,Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, superstretch denim with a high waist, zip fly and button, and wide, flared hems."
411,0744705005,744705,Pineapple dress,265,Dress,Garment Full body,1010017,Stripe,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short dress in stretch jersey with a V-neck, sewn-in wrapover at the front and short sleeves that finish at the elbows. Seam with a sewn-in tie belt at the waist and an A-line skirt. Lined at the front of the bodice."
412,0744786003,744786,Nicole Top,298,Bikini top,Swimwear,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with wide, adjustable shoulder straps, padded cups with removable inserts that shape the bust and provide good support, and a metal fastener at the back."
413,0744787001,744787,Nicole Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a V-shaped waistband in sturdier fabric and a high cut at the back."
414,0746070007,746070,Wide H.W,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed denim with a high waist, zip fly and button and wide, straight legs. The cotton content of the jeans is partly recycled."
415,0747099005,747099,Becca skirt,275,Skirt,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Calf-length skirt in pleated jersey with an elasticated waist and laser-cut hem. Lined.
416,0747737001,747737,B Leila Sarong,300,Sarong,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Sarong in an airy weave. Size 130x150 cm.
417,0747737003,747737,B Leila Sarong,300,Sarong,Swimwear,1010016,Solid,22,Yellow,5,Bright,8,Yellow,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Sarong in an airy weave. Size 130x150 cm.
418,0748355003,748355,Rose thong 7-pack(1),286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Thong briefs in cotton jersey with a low waist, lined gusset and string back."
419,0748566027,748566,SARGASSO HW ankle tights,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"High-waisted, ankle-length sports tights in fast-drying functional fabric. Wide panel to hold in and shape the waist containing a concealed key pocket. Sculpting seams at the back that showcase the body’s physique."
420,0748856002,748856,BAMBI OL OFFER,258,Blouse,Garment Upper body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"V-neck blouse in jacquard-weave viscose with a wrapover front that fastens with concealed ties, a hook-and-eye fastener and narrow ties at one side. Long sleeves with an opening and button at the cuffs, a seam at the waist and a gently flared peplum."
421,0750422018,750422,Solange 5pkt TVP RW TVP,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"5-pocket trousers in stretch twill with a regular waist, zip fly and button, and skinny legs."
422,0750424008,750424,Snow chino TVP RW TVP,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"Ankle-length chinos in a soft cotton weave with a regular waist, zip fly and button, side pockets and fake back pockets with a button. Tapered legs with creases."
423,0751295001,751295,Vovve shorts,272,Trousers,Garment Lower body,1010017,Stripe,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"High-waisted shorts in woven fabric with a wide, detachable tie belt, pleats at the front, a zip fly with hook-and-eye fasteners and side pockets."
424,0751591006,751591,Taylor blouse,258,Blouse,Garment Upper body,1010017,Stripe,22,Yellow,7,Medium,8,Yellow,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,Blouse in an airy weave with a V-neck and a rounded hem with short slits in the sides. Longer at the back.
425,0751592001,751592,Astrid shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Shirt in an airy cotton weave with a collar, buttons down the front and an open chest pocket. Long sleeves with buttoned cuffs, and a gently rounded hem."
426,0751994007,751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs."
427,0752448001,752448,Petite Byron maxi dress,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,Long dress in a patterned viscose weave with a frill-trimmed V-neck and covered buttons down the front. Frill-trimmed shoulder straps and a seam at the waist that is elasticated at the back. Unlined.
428,0752512006,752512,Waleo HW wide full,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in soft, gently draping viscose twill with a high, elasticated waist and detachable tie belt. Side pockets and straight, wide legs."
429,0752737002,752737,Coolio sandal,91,Sandals,Shoes,1010016,Solid,10,White,3,Light,9,White,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with narrow straps at the top that tie around the ankle. Imitation leather insoles and fluted soles. Heel approx. 3 cm.
430,0752744008,752744,STELLA SOLLID,80,Scarf,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides.
431,0752814015,752814,Milk RW slack,272,Trousers,Garment Lower body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases."
432,0753031022,753031,NOAH fancy hood TP,308,Hoodie,Garment Upper body,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Top in sweatshirt fabric with a print motif on the front, a lined hood, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
433,0753237001,753237,Alexia blouse,258,Blouse,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"V-neck blouse in an airy viscose weave with dropped shoulders, short dolman sleeves, pleats at the top of the front and a box pleat at the back of the neck."
434,0753322016,753322,CAMDEN s/s tee TP,255,T-shirt,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif on the front.
435,0754272001,754272,Gertrud sunglasses,81,Sunglasses,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Large sunglasses with plastic frames and UV-protective, tinted lenses."
436,0754323003,754323,Moscow,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Straight-style jumper in a knit made partly from recycled polyester with a rib-knit polo neck. Dropped shoulders, ribbing at the cuffs and hem, and slits in the sides. Slightly longer at the back."
437,0755360001,755360,Marianne,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Double-breasted, fitted jacket in felted fabric with a high stand-up collar, decorative stitching front and back, side pockets and a decorative tab at the cuffs. Lined."
438,0756118011,756118,SUGARPUFF MUSCLE TEE,255,T-shirt,Garment Upper body,1010012,Mixed solid/pattern,10,White,3,Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey with ribbing around the neckline. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette.
439,0757187001,757187,Bird Top,258,Blouse,Garment Upper body,1010016,Solid,90,Other Green,3,Light,19,Green,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, straight-cut blouse in woven fabric with covered buttons at the front. Small stand-up collar, an opening and buttons at the back of the neck and short puff sleeves with narrow, buttoned cuffs."
440,0760084003,760084,Victorville HW Pull-on TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Ankle-length trousers in cotton twill with a high, elasticated waist, side pockets, flap leg pockets and tapered legs with elastication at the hems."
441,0761248001,761248,ES LOGAN LS,254,Top,Garment Upper body,1010017,Stripe,43,Dark Red,4,Dark,18,Red,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Long-sleeved top in soft cotton jersey with ribbing around the neckline.
442,0761533003,761533,Joscelyn jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Playsuit in soft viscose jersey with a narrow elasticated seam at the waist and side pockets. Inner top with elastication below the bust.
443,0761619001,761619,Casper squareneck body,283,Underwear body,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Long-sleeved lace body with a square neckline, high-cut back and lined gusset with press-studs. Lined at the bust."
444,0761821003,761821,Bella,265,Dress,Garment Full body,1010008,Front print,10,White,3,Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Dress with a soft jersey bodice, visible zip at the back and short cap sleeves. Seam at the waist and a lined, flared skirt in a patterned weave with a sheen."
445,0762143001,762143,Louise LS,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted top in soft cotton jersey with a round neck and long sleeves.
446,0762205003,762205,Jafar,252,Sweater,Garment Upper body,1010010,Melange,14,Dark Beige,2,Medium Dusty,13,Brown,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Long jumper in a fine knit containing some wool with a ribbed polo neck, long raglan sleeves and ribbing at the cuffs and hem. Straight style in a relaxed fit."
447,0762331001,762331,Hat Bucket Reno cotton,503,Bucket hat,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Bucket hat in cotton twill. Lined. Width of brim approx. 5 cm.
448,0762600009,762600,COZY DORRI TOP,252,Sweater,Garment Upper body,1010016,Solid,10,White,1,Dusty Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"T-shirt in soft jersey with a lightly brushed finish. Straight, relaxed fit with dropped shoulders."
449,0762846026,762846,Lucy blouse,259,Shirt,Garment Upper body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Long-sleeved blouse in woven fabric with a collar, V-neck, buttons down the front, buttoned cuffs and a rounded hem."
450,0762846027,762846,Lucy blouse,259,Shirt,Garment Upper body,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Long-sleeved blouse in woven fabric with a collar, V-neck, buttons down the front, buttoned cuffs and a rounded hem."
451,0762856001,762856,Tina Blouse,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Long-sleeved blouse in a crêpe weave with a collar, buttons down the front, a yoke with a pleat at the back, buttoned cuffs and a rounded hem."
452,0763270005,763270,Janet,252,Sweater,Garment Upper body,1010010,Melange,83,Dark Turquoise,4,Dark,7,Turquoise,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft knit containing some wool with a round neck, long sleeves and ribbing around the neckline, cuffs and hem."
453,0763276003,763276,Orange,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy jumper in a soft, rib-knit wool blend with gently dropped shoulders, long sleeves and ribbing around the neckline and cuffs."
454,0764280002,764280,Judy lace top,253,Vest top,Garment Upper body,1010021,Lace,10,White,3,Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Sleeveless top in airy, softly draping jersey with a lace-trimmed V-neck. Slightly longer at the back."
455,0764488001,764488,Anthony 6pk basic short trunks,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, covered elastication at the waist, short legs and a lined front."
456,0764838001,764838,Lilly tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Cropped vest top in stretch, ribbed cotton jersey in a narrow cut at the top with a racer back."
457,0765743007,765743,SPORT Sulima jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Outdoor jacket in woven fabric with a double-layered hood, high collar and zip down the front. Padded front and back sections, zipped front pockets and fleece-lined raglan sleeves in sturdy jersey with inset jersey panels down the sides. Longer and gently rounded at the back. Partly lined."
458,0766469004,766469,Bellatrix,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Knee-length satin skirt with a high, elasticated waist and pockets in the side seams. Unlined."
459,0767065002,767065,Krabi RTW dress,265,Dress,Garment Full body,1010017,Stripe,10,White,3,Light,9,White,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,Short dress in a viscose weave with a V-neck and decorative gathers at the shoulders and back of the neck. Short cap sleeves and a detachable tie belt at the waist.
460,0767473009,767473,ED Ruccola,254,Top,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Slightly longer blouse in woven fabric with a grandad collar, buttons down the front and decorative gathers at the shoulders. Yoke with a pleat at the back for added width and long sleeves with buttoned cuffs."
461,0767579002,767579,R-NECK LS BASIC FIT FANCY,254,Top,Garment Upper body,1010017,Stripe,19,Greenish Khaki,4,Dark,20,Khaki green,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Top in soft jersey made from a cotton blend with a round neckline and long sleeves. The cotton content of the top is organic.
462,0767799004,767799,JUST PINK DRESS(1),265,Dress,Garment Full body,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Sleeveless, calf-length dress in soft jersey made from a cotton blend. High slit in one side."
463,0767862001,767862,Bob v-neck 2-pack,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted T-shirts in soft, stretch organic cotton jersey with a V-neck and straight-cut hem."
464,0768440001,768440,Tove top.,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short top in soft cotton jersey with a round neckline, short sleeves and a seam at the hem with a decorative knot detail at the front."
465,0768759003,768759,Jalin linen,253,Vest top,Garment Upper body,1010016,Solid,22,Yellow,2,Medium Dusty,8,Yellow,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Vest top in soft linen jersey with a deep V-neck front and back.
466,0768912005,768912,Long leggings update,273,Leggings/Tights,Garment Lower body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Leggings in soft jersey made from an organic cotton blend with a wide, elasticated waistband."
467,0769447002,769447,Tracy,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Knee-length skirt in woven fabric with a high waist that is elasticated at the back. Detachable tie belt, pleats at the top and concealed buttons down the front. Unlined."
468,0769554001,769554,KEVIN sweatpants,272,Trousers,Garment Lower body,1010018,Treatment,9,Black,4,Dark,5,Black,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Joggers in lightweight sweatshirt fabric with covered elastication and a drawstring at the waist, side pockets, a back pocket and a fake fly. Tapered legs with decorative stitching at the knees and covered elastication at the hems."
469,0769561002,769561,ED Griezman,254,Top,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Blouse in a crinkled viscose weave with a V-neck, short dolman sleeves with sewn-in turn-ups, and a gently rounded hem. Wide fit with a gentle drape to the hem."
470,0769748013,769748,HEAVEN shaping HW tight,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"High-waisted sports tights in fast-drying functional fabric with a sculpting effect on the tummy, hips and legs. Wide waist panel."
471,0769748014,769748,HEAVEN shaping HW tight,273,Leggings/Tights,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"High-waisted sports tights in fast-drying functional fabric with a sculpting effect on the tummy, hips and legs. Wide waist panel."
472,0770211001,770211,Portobello.,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in a patterned viscose weave with long sleeves, a round neckline with an opening and button at the back of the neck, and smocking at the waist."
473,0770383001,770383,ED Kelso HW shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Shorts in an airy viscose weave. High waist with wide, covered elastication at the back, pleats at the top, diagonal side pockets and wide legs."
474,0772005004,772005,Tilly.,255,T-shirt,Garment Upper body,1010017,Stripe,22,Yellow,2,Medium Dusty,8,Yellow,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short-sleeved cotton jersey top in a relaxed fit with a slightly wider neckline and a rounded hem.
475,0772794003,772794,Sorrelli,265,Dress,Garment Full body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Wide, calf-length dress in woven fabric with a V-neck, small stand-up collar and concealed buttons at the front. Dropped shoulders and short sleeves with sewn-in turn-ups."
476,0772902001,772902,Haze LS,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Short polo-neck top in viscose jersey with long sleeves.
477,0774106001,774106,DREW SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short, flared skirt in imitation leather with a visible zip at the back. Unlined."
478,0775868002,775868,Flirty Marit ringpack,79,Ring,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Rings in various designs. Two smooth and eight with various decorations.
479,0775996010,775996,Alex sweater,252,Sweater,Garment Upper body,1010016,Solid,22,Yellow,2,Medium Dusty,8,Yellow,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Boxy-style jumper in a soft knit containing some wool with a round neck, dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem."
480,0777018002,777018,Spring trousers,272,Trousers,Garment Lower body,1010016,Solid,22,Yellow,2,Medium Dusty,8,Yellow,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"Ankle-length trousers in an airy weave. High waist with elasticated smocking, side pockets and straight, wide legs. Lined."
481,0777504003,777504,Latte RW slacks,272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a regular waist, hook-and-eye fastening and zip fly. Side pockets, fake welt back pockets and tapered legs."
482,0777892001,777892,GRETA SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short skirt with a high waist and a detachable, adjustable belt at the waist. Unlined."
483,0778064003,778064,Claudine t-shirt,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted top in soft organic cotton jersey with short sleeves.
484,0778064033,778064,Claudine,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted top in soft organic cotton jersey with short sleeves.
485,0778745009,778745,Fleur LL PJ (J),297,Pyjama set,Nightwear,1010001,All over pattern,9,Black,4,Dark,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in a printed cotton blend. Short-sleeved top with a round neck. Bottoms with an elasticated waist and wide, tapered legs with ribbed hems."
